A,output
"[@AbKrWaN, :, Never, life, I, experienced, kind, hold, I, pray, experience, kind, .., 11, hours, \xf0\x9f\xa4\x92.\n\nBut, ma\xe2\x80\xa6, ']",random
"[b'This, girl, crying, help, ., https://t.co/b2YYYFoCNy, ']",random
"[@BlueLantern92, :, The, Korean, version, \xe2\x80\x9cThe, Good, Doctor\xe2\x80\x9d, ,, subplots, tension, idea, Children\xe2\x80\x99s, Hospital, becomi\xe2\x80\xa6, ']",random
"[@RamenhaeMXMB, :, wonho, 's, legs:\npuppie, :, \xf0\x9f\x98\xb4, 's, free, real, estate, \xf0\x9f\x98\xb4\nhttps://t.co, /, eOHQt3P4vL, ""]",random
"[b'@ddjbal4, Lol, lmao, ., What, ']",random
"[@ChrisEvans, :, Fake, ., Sorry, ., https://t.co/jRjOXaZAqQ, ']",random
"[b'And, I\xe2\x80\x99, m, bloody, good, ., Have, fantabulous, day, peeps, \xf0\x9f\x98\x98xx, https://t.co/dmy8CxN0a9, ']",random
"[@untoxched, :, m, fucking, tired, multimillionaire, ']",random
"[xmybieber_onlym, MTVHottest, Lady, Gaga, ']",random
"[b'@shyramari, @RolandXtian, hope, ']",random
"[@itstof, :, Fasting, Arafah, tomorrow, having, sins, expiated, opportunity, start, clean, state, bi\xe2\x80\x99ithnillah, instead, of\xe2\x80\xa6, ']",random
"[@tobygurl, _, _, :, Full, lips, brown, skin, ., Why, I, girl, \xf0\x9f\x98\x95\xf0\x9f\x98\x8f\nI, swear, ,, I, 'm, moving, muscle, weekend, \xf0\x9f\x98\xb4, https://t.co/li8nN\xe2\x80\xa6, ""]",random
"[@TheFierceReader, :, Many, parts, Maharashtra, terribly, flooded, days, 's, sufficient, coverage, given, na\xe2\x80\xa6, ""]",random
"[xmybieber_onlym, MTVHottest, Lady, Gaga, ']",random
"[@opsvkook, :, taehyung, winter, bear, (, polar, bear, ), :, thread, \xe2\x9c\xa8, https://t.co/K8BCg0HQ6p, ']",random
"[@Saj_PakPassion, :, Babar, Azam, 's, 6, scores, T20, Blast:\n\n102*\n56\n4\n43\n83\n95*\n#T20Blast, Cricket, ""]",random
"[b'feels, like, autumn, ']",random
"[@Cantstyle, :, Clear, skin, &, amp, ;, lot, money, \nClear, skin, &, amp, ;, lot, money, \nClear, skin, &, amp, ;, lot, money, \nClear, skin, &, amp, ;, lot, money, \nClear, sk\xe2\x80\xa6, ']",random
"[@mecimapro, :, PENTAGONPRISMinJKT, -, Stand, chance, win, voucher, ticket, purchase, 2019, PENTAGON, WORLD, TOUR, &, lt;PRISM&gt, ;, IN, JAKARTA, !, Ma\xe2\x80\xa6, ']",random
"[@atwevictor38, :, Madam, reduce, volume, https://t.co/1V2QkFmDyU, ']",random
"[b'\xe2\x80\x9cA, drop, water, worth, sack, gold, thirsty, man.\xe2\x80\x9d\n\n\xe2\x80\x9c, If, Don\xe2\x80\x99, t, want, mental, hydration, Th\xe2\x80\xa6, https://t.co/vqSsvVn4Pe, ']",random
"[@aansonsart, :, Free, I, ain\xe2\x80\x99, t, draw, :/, https://t.co/0hkLWr3PGN, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[b'@GoDaddy, Posted, ..., \nhttps://t.co, /, aOznosaMSV, ']",random
"[b'Most, definitely, https://t.co/993tCyzB09, ']",random
"[@NameisNani, :, Ashta, Chamma, \n\nBhale, Bhale, Magadivoy, \n\nI, missed, September, !, \nLet\xe2\x80\x99s, time, \xf0\x9f\x98\x8e\n\n#GangLeaderFromSept13th, \xf0\x9f\x94\xa5\n\n@Vi\xe2\x80\xa6, ']",random
"[@TajinderBagga, :, I, told, tweet, tweeting, trending, NDTVKaMallya, https://t.co/1GV33BG0Rc, ']",random
"[b'@cbdsoundsystem, real, trepanning, hours, ']",random
"[b'i, flirty, flirty, ,, panic, mode, activated, ., ']",random
"[b'IM, GOING, TO, FUCKING, LOSE, IT, MAN, THERE, JUST, FUCKING, ME, SO, HARD, CUNT, I, SWEAR\n\nhttps://t.co/8zE6AbH1s9, https://t.co/JCoSm0FBg6, ']",random
"[@The_Salmahxo, :, Earlier, today, \xf0\x9f\xa5\xa7\xf0\x9f\x8d\x97\n\xf0\x9f\x93\xb8, :, @Salmahxoeats, https://t.co/OpUNAG0DuY, ']",random
"[@Gupton68, :, [, invited, bbq]\n\nMe, :, bring, meat, ,, i\xe2\x80\x99ll, bring, sweats, ']",random
"[@MonkEmma, :, Absolutely, nailed, @DalbidEU!\n#StopBrexitSaveBritain, StopBrexitSaveDemocracy, https://t.co/wdecAeaEbz, ']",random
"[b'I, went, 2, sleep, 6:50, pm, \xf0\x9f\x98\xa1, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[b""@christopherhope, @JuliaHB1, Is, Brussels, The, ', man, ', traitor, ., ""]",random
"[@yeonkims, :, ok, know, cheesecake, joke, joon, clowned, 2018, memories, dvd, SURE, seen, this\xe2\x80\xa6, ']",random
"[@sweetbread55, :, Me, chasing, dreams, https://t.co/aeq21cGqlU, ']",random
"[b'@racknoa, I, literally, can\xe2\x80\x99, t, stop, thinking, ., It\xe2\x80\x99s, days, ., ']",random
"[b'@tobykeith, Did, marketing, team, forget, add, UK, ....., tell, heading, ....., yes, ']",random
"[@EmodiMba, :, @hackinshawler, @AishaYesufu, @IfeanyiOfochebe, @MBuhari, This, fellow, knucklehead.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nWhat, 's, link, simple, adv\xe2\x80\xa6, ""]",random
"[@imKBRshanthnu, :, NerkondaPaarvai, BRILLIANT, FILM, makes, u, respect, actor, SO, MUCH\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb, Thala, huge, RESPECT, doin, Dis, film\xf0\x9f\x92\x9bU\xe2\x80\xa6, ']",random
"[b'This, power, soca, results, ah, bag, shit, ., Goodnight, ., ']",random
"[b'Tex, -, Mex, "", Tailgate, "", Party, Three, Layer, Mexican, Dip, Tortilla, Chips, Mexican, Rice, Chicken, &, amp, ;, Pepper, Fajitas, Flour, Tortill\xe2\x80\xa6, https://t.co/sGnGx8hyHk, ']",random
"[@chilloutvic, :, one:\nabsolutely, soul:\nvsco, girls, :, https://t.co/q9rAEn4bW8, ']",random
"[b'&amp, ;, ones, known, years, shit, terrible, ']",random
"[@soonpai, :, "", Do, like, "", \n""Am, I, annoying?""\n""I\'m, awkward""\n""They, think, I\'m, weird""\n""Can, I, ask, "", https://t.co/hUBHGr0til, ']",random
"[b'@joheony, m, pro, thanks, larry, ']",random
"[b""You'll, fine, soon, ., ""]",random
"[b'@BTS_twt, hi, pretty, boyyyy, \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98, ']",random
"[@SarkNativesGH, :, Highest, \xf0\x9f\x96\xa4, https://t.co/vuA2RYMC9i, ']",random
"[@Koreaboo, :, BLINKs, Are, Feeling, Attacked, By, BLACKPINK, 's, Natural, Beauty\n\nhttps://t.co, /, d6R9Uy8TqW, ""]",random
"[@renveriouz, :, Babydeul, x, Harry, Potter, Thread\n\nI, finished, emblem, \xef\xbc\xbc(\xef\xbf\xa3O\xef\xbf\xa3, ), https://t.co/uRg5fbYaiA, ']",random
"[@SamadSaidWhaaat, :, MEN, DON'T, NEED, YOUR, PERMISSION, TO, STYLE, OUR, HAIR, https://t.co/sJvHSfVzH6, ""]",random
"[@Ti_rak8, :, Rt, yed,  , \xf0\x9f\x91\x85\xf0\x9f\x92\xa6\xf0\x9f\x92\xa5\n#img20plus, ']",random
"[@EliteDawgs, :, The, son, HailState, defensive, coordinator, Todd, Grantham, coming, Starkvegas, https://t.co/q8jlNJyaIi, ']",random
"[b'I, want, watch, psl, ..., \xf0\x9f\x98\xa2, ']",random
"[@wayvceo, :, ignore, 144p, quality, WE, GOT, A, NEW, KUN, FANCAM, \xe2\x9d\xa4\xef\xb8\x8f, SKECHERS_WINKUNYANG\n\ncr, ., winkoism, https://t.co/kgSAjaNRjM, ']",random
"[@mfyoongi, _, :, trying, find, camilaisoverparty, trending.\n\nthe, tag, :,  , https://t.co/E4QdVVw3rK, ']",random
"[b'ok, originally, wrote, dollars, bucks, nt, barely, buy, candy, ']",random
"[@trippieredd, :, shoutout, @youtubemusic, love, SLATT, \xe2\x9d\x97\xef\xb8\x8f, https://t.co/Xs6HSEKb6G, ']",random
"[@hardball, :, The, Washington, Post, reports, Trump, owned, construction, company, continued, hire, undocumented, workers, ., This, while\xe2\x80\xa6, ']",random
"[@MundialMag, :, It\xe2\x80\x99s, ., https://t.co/l2wAhyJEJ8, ']",random
"[b'Words, matter, https://t.co/KeYzTcYnCI, https://t.co/BvcoxrTLDG, ']",random
"[b'@FirstBankngr,  , balance, cleared, ,, came, later, discover, overdraft, Who, authorizes, that\xe2\x80\xa6, https://t.co/Gqhd6acvXS, ']",random
"[b'Democrat, Rep., Joaquin, Castro, published, hit, list, names, professions, EVERY, MAJOR, TRUMP, DONOR, city, o\xe2\x80\xa6, https://t.co/p9alJHx4bf, ']",random
"[@whyeuphoriia, :, huge, crush, members, bts, ']",random
"[b'@MiddletonAlison, @D_woodland, @bentonblount, I, tweeted, ., Check, page, ., ']",random
"[b'Can, answer, simple, Question, ,, country, Osama, bin, laden, found, need, certi\xe2\x80\xa6, https://t.co/jzTL4PCbi8, ']",random
"[@leTHEESTALLION, :, disappointed, maybe, ,, surprised, bitch, ']",random
"[@noacore, _, :, ShB, SPOILERS, /, wol, /, emet, -, selch\na, trick, light, ..., https://t.co/A0iLacXaim, ']",random
"[b'@rosiemargarson, Are, ok, Rosie, dear, Would, like, time, cup, tea, .., \xf0\x9f\x98\x82, ']",random
"[@rickygervais, :, Useless, cunt, -, cluster, day, ., https://t.co/gPiJAXpelS, ']",random
"[@mikednt, :, Immigrants, lose, -, lose, situation.\n\nIf, they\'re, unemployed, ,, they\'re, "", stealing, benefits, system"".\n\nIf, they\'\xe2\x80\xa6, ']",random
"[b'@SilindileM, _, Congratulations\xf0\x9f\x98\xad\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5, ']",random
"[b'@awitchyybitch, time, looking, nip, ,, ok, thx, ']",random
"[@katiemcminnxxxx, :, Do, u, think, it\xe2\x80\x99s, pure, weird, tell, ur, driving, instructor, ur, life, story, nearly, die, r\xe2\x80\xa6, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@1035KISSFM, :, .@OnAirJRDN\n, Chats, K, -, Pop, Group, ,, \n@OfficialMonstaX, ,, Learns, They, Have, New, Music, Way, !, MONBEBEs, \n\nWatch, In\xe2\x80\xa6, ']",random
"[b'@Originaldjkas, @YommieVaTa, @Mossyman89, @WorldwideAFC, @charles_watts, Oh, VanDijk, attacker, Liverpool, ., ']",random
"[b'@RepStevenSmith, @yankee_bailey, Muellers\xe2\x80\x99, testimony, contrived, ., It, old, man, game, o\xe2\x80\xa6, https://t.co/zwM5ACgyyi, ']",random
"[b'@grandayy, Pretty, epic, ., ']",random
"[b'@PerthRacing, @PuntingForm, @TAB_touch, @TABradio, @theracesWA, How, sense, that?\n\nFugazi, flying, ,, reckon\xe2\x80\xa6, https://t.co/SzmTCkYtxl, ']",random
"[@PerisherResort, :, These, days, live, !, \xe2\x9b\xb7\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc, https://t.co/lJHGm6QkPN, ']",random
"[b""11:10, @goldfishpr, Waachiwe, wiki, moja, ,, 'll, confused, asking, trucks, ., Government, ikubali, SGR, is\xe2\x80\xa6, https://t.co/yQMqLVbm3Y, ""]",random
"[@TheRose_0803, :, \xeb\x8d\x94\xeb\xa1\x9c\xec\xa6\x88(The, Rose, ), 3rd, Single, [, RED]\n\n\xf0\x9f\x94\x92, 2019, ., 08.13,  , 6, pm, Release\n\n\xf0\x9f\x93\x8dSOLO, CONCEPT, PHOTO, 4\n\n#TheRose, \xeb\x8d\x94\xeb\xa1\x9c\xec\xa6\x88, RED\n\n#Woosung, Dojoon\xe2\x80\xa6, ']",random
"[@jesuispoppie, :, When, tradition, meets, revolution, ., antielab, https://t.co/EFb006EGAY, ']",random
"[@damdaminnn, :, rainy, days, kind, mood, :, https://t.co/35CLTyLV1d, ']",random
"[@houbieee, :, vmin, baby, bears, https://t.co/DMWqrFPo5t, ']",random
"[@playinkard, :, kard, raised, 2, fingers, end, tiktoks, .., THIS\xe2\x80\x99S, A, COMEBACK, HINT, BDKAEGKDKSBSB, https://t.co/Wgu07\xe2\x80\xa6, ']",random
"[@bimbyhyung, :, [, \xf0\x9f\x93\xa2, ], TXTStats, Social, Media, Metrics, Top, Social, 50\n\nWe, experienced, massive, decline, SocMed, metrics, /TXT2nd\xe2\x80\xa6, ']",random
"[b'Kashmiri, girls, :, Yay, !, Now, I, marry, outside, state\nLiberals, :, No, ,, can\xe2\x80\x99, t, https://t.co/7ebPiCXCIr, ']",random
"[@kookvtwins, :, holy, trinity, taehyung, 's, self, -, produced, songs, ,, single, beautiful, masterpiece, WinterBear, https://t.co/29\xe2\x80\xa6, ""]",random
"[b""Cain, 's, Offering, -, Dawn, solace, :, \nhttps://t.co, /, BOs0KXscaK, \nhttps://t.co, /, SVmZA4s2QU, ""]",random
"[@Rob_Kimbell, :, This, fact, certainly, surprise, Continuity, Remainers, ..., \n\nIn, 1914, ,, London, world, 1, global\xe2\x80\xa6, ']",random
"[b'Take, note, D&amp;D, GoT, GameofThrones, https://t.co/NYKphQ4l28, https://t.co/ejhPRuybdA, ']",random
"[@severeweatherEU, :, Flooding, south, Paris, ,, France, afternoon, ,, August, 9th, ., Report, :, Isabelle, Bourcier, /, @MeteoExpress, https://t\xe2\x80\xa6, ']",random
"[b'Pretty, awful, ., https://t.co/EYPOKcwxhi, ']",random
"[xBlink258bpm, MTVHottest, Lady, Gaga, ']",random
"[@wayuramal, :, know, grew, poor, susu, pekat, +, biskut, hup, seng, want, snack, fridge, w\xe2\x80\xa6, ']",random
"[@60SecDocs, :, His, taste, architecture, trash, @earthship_HQ, ., Live, green, @60SecDocs, https://t.co/UE5LMVZmSB, ']",random
"[b""(2, ), wife, committed, suicide, ., I, feel, like, I, entering, torso, murder, 's, house, ., Which, really\xe2\x80\xa6, https://t.co/qqwlU2GPzB, ""]",random
"[@MichaelDaddy511, :, Put, condom, ear, fuck, heard, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@renz360, :, $, 1500, 2, windows, .., \n\nSmart, tint, https://t.co/gONK15PsAi, ']",random
"[@9GAG, :, Me, checking, relatives, left, I, finally, kitchen, food, https://t.co/ADrmi6rbUu, ']",random
"[@markobar1996, :, Crazy, Rich, https://t.co/HfEYuWJTno, ']",random
"[@Lmbacani, :, Friends, trending, ng, NW, ninth, spot,  , @callmecarlough, RSB, drama, unit, @MissMarisRacal, !, \n\n#IMkakampi, https://t.co/9mp2mgx6CM, ']",random
"[b'WOW, I, place, 7th, EU, ranking, 2, players, better, proved, national, r\xe2\x80\xa6, https://t.co/5ZSxVFLJYV, ']",random
"[b'Ppl, sensitive, AF, ,, assuming, ']",random
"[b'@HistorianKent, Direct, criticism, ,, teacher, what\xe2\x80\x99s, timetable, ., (, 2/2, ), ']",random
"[@matoxley, :, Marquez, starting, FP3, carbon, -, coated, frame, ,, looks, like, he\xe2\x80\x99s, hoping, race, time, ']",random
"[@Kenzo, _, _, _, _, _, _, _, _, :, When, club, promoter, plan, wedding, https://t.co/qAbWydPUD6, ']",random
"[b'Tara, na, mag, luto, ng, tanghlian, \n\n@itsmeangelieofc\n@StarCreativesTV\nHOMESWEETIEHOME, LIE\nHOMESWEETIEHOME, LI\xe2\x80\xa6, https://t.co/gWKvrAEqEk, ']",random
"[@DrDooleyMD, :, I\xe2\x80\x99, m, FAMILY, DOC, .,  , I, love, PEOPLE, NOT, DYING, B, /, C, THEY, CAN\xe2\x80\x99, T, AFFORD, THEIR, MEDS, .,  , I, don\xe2\x80\x99, t, know, TONE, DOWN, people, are\xe2\x80\xa6, ']",random
"[@jharmo, :, I, joined, RevolutionNow, protest, hardship, Nigeria, \xe2\x80\x93Osun, septuagenarian, battered, police, https://t.co/8zW6KyEGSt, @Mob\xe2\x80\xa6, ']",random
"[xmybieber_onlym, MTVHottest, Lady, Gaga, ']",random
"[b'You, got, fake, friends, ,, sorry, can\xe2\x80\x99, t, relate, I, drop, people, like, I, drop, gears, days, pull, ahead, bull, shit, ']",random
"[@BTS_twt, :, Winter, Bear, \n#V\n\nhttps://t.co, /, SRpYwfBWfe, ']",random
"[@boblister_poole, :, Brexit, Party, fury, Macron, French, fishermen, threaten, stop, UK, exports, \xe2\x80\x98do, duty, ', We, Could, Eat, Our, Own, Fish, C\xe2\x80\xa6, ""]",random
"[b'@rachelnesbit, @RHULPsychology, @DrHelenDodd, @dawn_watling, @Szonya, Well, Dr, Nesbit, \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89, ']",random
"[@Angel_nDisguise, :, United, Center\, 's, IG, post, (, PART, 2, ), :, "", Thanks, rocked, @QueenWillRock,  , +, @AdamLambert, SOLD, OUT, sh\xe2\x80\xa6, ']",random
"[b'From, leaders, cities, ,, India, owes, lot, secret, order, Freemasons, |, Research, News, ,, The, Indian, Express\xe2\x80\xa6, https://t.co/2sHXaeKzzW, ']",random
"[@clownesvanzandt, :, If, men, stronger, women, male, characters, video, games, need, plate, armor, women, need, a\xe2\x80\xa6, ']",random
"[@tiredaxxx, :, I, think\nI, bobo\n\nNow, I, realize, \nthat, I, 'm, really\nbobo, ""]",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[b'my, best, friend, coming, city, uni, \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad, love, bye\n\nhttps://t.co, /, q3dNkJ4j4R, ']",random
"[@tapiholiq, :, Kumpulan, film, recomended, me\n.\n.\n.\nA, thread, https://t.co/nmLsz24cD7, ']",random
"[b'@RandiMShaffer, It\xe2\x80\x99s, nice, look, \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f, https://t.co/b1aaYbL9y7, ']",random
"[@pxdys, :, run, contender, lobbies\xf0\x9f\xa4\x93, https://t.co/mDceip4Ixy, ']",random
"[@keel1616, :, Oh, Boy, !, !, !, !, !, !, !, Though, calm, reflection, ,, news, nt, look, likely, ,, like, Diwali+Holi, watch, collective\xe2\x80\xa6, ']",random
"[b'@suhasinih, Modi, change, demographic, position, india, splitting, states, getting, Azad, ka\xe2\x80\xa6, https://t.co/zx5Msy9Imu, ']",random
"[@kiararomasanta, :, baby, bear, huhu, https://t.co/Os9o17HoJa, ']",random
"[b'\xe2\x80\x9cRoute, taxi\xe2\x80\x94convenient, ,, fast, ,, inexpensive\xe2\x80\x9d, (, 1981, ), https://t.co/oi3KmgsP8D, ']",random
"[@MopSwap, :, Andrew, Neil, hair, Brian, May, https://t.co/7ioOuAvwov, ']",random
"[b'@AmazingHawkeye, "", Restrain, key, combat, ., A, warrior, goes, puts, entire, life, line, ., "", ']",random
"[@HarryMaguire93, :, Can\xe2\x80\x99, t, wait, play, Theatre, Dreams, ,, home, legends, \xf0\x9f\x91\x91\n\n#KingCantona, https://t.co/BL66gizrYW, ']",random
"[@mrpants80, :, I, love, super, accommodating, cams, hate, seeing, taken, advantage, ., ']",random
"[b'@Sybillyons17, I, completely, agree, ;, feel, like, I\xe2\x80\x99, m, aiding, abetting, uncaring, government, buying, a\xe2\x80\xa6, https://t.co/ifwEwyFPg6, ']",random
"[@pvrpcse, :, remember, justin, wrote, poem, hailey, \xf0\x9f\xa5\xb0, https://t.co/7sHdeRijQi, ']",random
"[@savagehadyn, :, truth, spoken, ., https://t.co/7iObWCjBbN, ']",random
"[@ayosworIdd, :, I, data, https://t.co/2MckCtSKAS, ']",random
"[b'It\xe2\x80\x99s, 4, ., \xf0\x9f\x98\xa9\xf0\x9f\xa5\xb4, ']",random
"[b'Perfect, accessory, rainy, day, !, Our, colour, changing, umbrellas, exciting, little, ones, !, \xf0\x9f\x8c\xa7\xef\xb8\x8f\xe2\x98\x94\xf0\x9f\x8c\x82\xf0\x9f\x8c\xa7\xef\xb8\x8f\xf0\x9f\x92\xa7\xf0\x9f\x98\x81#rain\xe2\x80\xa6, https://t.co/zRZl4yCGNZ, ']",random
"[b'Sat, 02:00, :, Partly, Cloudy, ;, Temp, 10.6, C, ;, Wind, NNW, 12, km, /, h, ;, Humidity, 88, %, ;, Press, 101.8, kPa, /, rising, ., https://t.co/wuFQzK5SCQ, ']",random
"[b'@MissC_1717, Is, Birthday, coming, up?I, idea, !, \xf0\x9f\x98\x89\xf0\x9f\x98\x82, ']",random
"[b""@EdotBXTN2, @acnewsitics, Makes, think, ., We, gaslight, 's, skinny, ICP, guy, makeup, ., ""]",random
"[b'@EmmaVictoria932, Some, lessons, learnt, years, :, thick, books, new, langu\xe2\x80\xa6, https://t.co/JJxIrMbHy4, ']",random
"[Cr, ., CPSteels, MTVHottest, Katy, Perry, Ariana, Grande, MPN, ArianaGrande, NeverReallyOver, ']",random
"[b'Smoke, dope, \xe2\x9c\x85, I, don\xe2\x80\x99, t, fucking, weed, stop, asking, ., ']",random
"[b'@BADxRiSSA, @JacobKulwicki, @WhiteF_ag, @Icelachalcedony, That\xe2\x80\x99s, valid, receipt, ']",random
"[@Owakita, _, :, If, stolen, artworks, artists, ,, let, know, !, ']",random
"[b'Ooh\xf0\x9f\x98\xad, love, u, thank, good, luck\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe, gon, na, miss, sure, be\xe2\x80\xa6, https://t.co/kq0bKtEnAr, ']",random
"[@bigb5ng_VIPS, :, G, -, Dragon, &, amp, ;, kpop, soloist, surpass, 100, million, views, 3, MVs, ., \xf0\x9f\x94\xa5\n\nJust, reminder, untitled, 2\xe2\x80\xa6, ']",random
"[b'Only, consolation, oh, https://t.co/sB7HzuDIsz, ']",random
"[b'@EbonyAngelica, @StrawberriCurls, So, bitches, supposed, care, kids, bc, don\xe2\x80\x99, t, figured, ']",random
"[b'@DBCarterAuthor, @zimpeterw, @VikiDumee90, @PhoenixRainez, @inkedingray, @BillingReeves, @alleycat579, @AmyGeorges3\xe2\x80\xa6, https://t.co/HwUzjWk7gs, ']",random
"[@bIondiewasabi, :, white, guys, like, \xe2\x80\x9cI, dark, sense, humor, ,, I, like, offensive, jokes\xe2\x80\x9d, start, racist, ']",random
"[@leeshamck, :, My, amazing, \xe2\x80\x9cboyfriend\xe2\x80\x9d, 2, years, everyone\xf0\x9f\x99\x83xx, https://t.co/ad5dRf1hel, ']",random
"[@thebradfordfile, :, Jeffrey, Guterman, twitter, account, verified, blue, check.\n\nNow, imagine, reply, Obama.\n\nCc, :, @\xe2\x80\xa6, ']",random
"[b'I\'ll, stays, till, end, "", ']",random
"[@IAmBrokenBabe, :, I, honestly, think, biggest, flaw, relationship, ,, I, need, lot, reassurance, ,, anxiety, &, amp, ;, pas\xe2\x80\xa6, ']",random
"[b""i'm, going, thread, unixerse, songlist, ""]",random
"[@ananavarro, :, No, caption, needed, ., https://t.co/8owyl2xhIX, ']",random
"[@ChrisEvans, :, Fake, ., Sorry, ., https://t.co/jRjOXaZAqQ, ']",random
"[b'@Viafairyland, \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82, Have, fun, \xf0\x9f\x8c\xb9\xf0\x9f\x8c\xb9\xf0\x9f\x8c\xb9, ']",random
"[@ianbirrell, :, Yesterday, Johnson, claimed, post, -, Brexit, UK, lure, world\xe2\x80\x99s, best, brains, ., He, highlighted, discovery, graphene, Nobel, -, winn\xe2\x80\xa6, ']",random
"[@PoojaShali, :, Wi, -, Fi, functional, ., Administration, reviewing, day, basis, ease, relaxation, ., \n144, phase, ., Schools, open, ., Next, i\xe2\x80\xa6, ']",random
"[@KPOP_predict18, :, It\xe2\x80\x99s, death, ., Suicide, accident, aura, high, ., Yes, ,, /, idols, involved, diff\xe2\x80\xa6, ']",random
"[b'@roses_ar_roszie, met, fams, \xf0\x9f\xa4\xaa\xe2\x9d\xa4\xef\xb8\x8f\n\n, https://t.co/yxnUAfZbja, ']",random
"[@JamesMelville, :, The, world\xe2\x80\x99s, useless, cat, ., https://t.co/nsJrQqMNvR, ']",random
"[b""Refurbished, PNew, 10'x30, ', White, Outdoor, Gazebo, Canopy, Wedding, Party, Tent, 8,   , -, Check, $, 7.50\xe2\x80\xa6, https://t.co/14E8Oo3FHe, ""]",random
"[b'@BrewBearUK, Happy, Birthday, ']",random
"[@NationCymru, :, Plaid, Cymru, ,, Greens, Liberal, Democrats, \xe2\x80\x98to, announce, election, pact, week\xe2\x80\x99, https://t.co/ZM2pi30ayY, ']",random
"[b'History, proves, times, happens, Government, takes, guns, ,, Germany, ,, Armenia, ., Genocide\xe2\x80\xa6, https://t.co/uTkSHevxrD, ']",random
"[b'@BTS_twt, Hello, baby, bear, \xe2\x98\xba\xef\xb8\x8f, https://t.co/WZGVj8AYqt, ']",random
"[@savvyssarah, :, looks, like, clouds, spelling, \xe2\x80\x9c\xd8\xa7\xd9\x84\xd9\x84\xd9\x87, "", ,, subhanAllah, i\xe2\x80\x99ve, life, awe, sunset, this\xe2\x80\xa6, ']",random
"[b'yo, I, found, myBurgerLab, longer, serves, sweet, potato, fries, I, disappointed, ']",random
"[@Yulldevantofe, :, Lisa, lead, crackhead, culture, \xf0\x9f\x99\x82\n, https://t.co/p2TuWF4KVP, ']",random
